"idx","location","qn","case_num","case_array","feedback","qn_move"
"76044","sw01_u04_p03","35","2","yes it's correct/yes it is correct/it's correct/it is correct/yes it's right/yes it is right/it's right/it is right/right/correct/yes/yes that's correct/yes that's right/yes that is correct/yes that is right","/%fb_correctfeedback_1/","37"
"76045","sw01_u04_p03","35","3","no it's not/no it's incorrect/no it's not correct/incorrect/no it's wrong/it's not/it's incorrect/it's not correct/it's wrong/wrong/no/no that's wrong/no that's incorrect/no that's not right/no that's not correct/no that's not/no that isn't/no that is not/no it isn't/no it isn't correct/no it isn't right/","/%fb_incorrectfeedback_1/","37"
"76046","sw01_u04_p03","36","0","incorrect/try again"," ","-7777"
"76047","sw01_u04_p03","36","1","incorrect/no more chance","/%fb_incorrectfeedback_1/ /%sound_common-073-please-answer-yes-or-no/","37"
"76048","sw01_u04_p03","36","2","no it's not/no it's incorrect/no it's not correct/incorrect/no it's wrong/it's not/it's incorrect/it's not correct/it's wrong/wrong/no/no that's wrong/no that's incorrect/no that's not right/no that's not correct/no that's not/no that isn't/no that is not/no it isn't/no it isn't correct/no it isn't right/","/%fb_correctfeedback_1/","37"
"76049","sw01_u04_p03","32","3","yes it's correct/yes it is correct/it's correct/it is correct/yes it's right/yes it is right/it's right/it is right/right/correct/yes/yes that's correct/yes that's right/yes that is correct/yes that is right","/%fb_incorrectfeedback_1/","37"
"76050","sw01_u04_p03","37","0","incorrect/try again"," ","-7777"
"76051","sw01_u04_p03","37","1","incorrect/no more chance","/%fb_incorrectfeedback_1/ /%sound_common-073-please-answer-yes-or-no/","39"
"76052","sw01_u04_p03","37","2","yes it's correct/yes it is correct/it's correct/it is correct/yes it's right/yes it is right/it's right/it is right/right/correct/yes/yes that's correct/yes that's right/yes that is correct/yes that is right"," ","38"
"76053","sw01_u04_p03","37","3","no it's not/no it's incorrect/no it's not correct/incorrect/no it's wrong/it's not/it's incorrect/it's not correct/it's wrong/wrong/no/no that's wrong/no that's incorrect/no that's not right/no that's not correct/no that's not/no that isn't/no that is not/no it isn't/no it isn't correct/no it isn't right/"," ","39"
"76054","sw01_u04_p05","1","0","incorrect/try again","/%sound_greeting-054-response1-incomp/","-7777"
"76055","sw01_u04_p05","1","1","incorrect/no more chance","/%sound_greeting-029-r1-incompre/","2"
"76056","sw01_u04_p05","1","2","#sentence_1# happy/#sentence_1# good/happy/good","/%sound_greeting-017-r1-happy-good/","2"
"76057","sw01_u04_p05","1","3","#sentence_1# awesome/#sentence_1# nice/awesome/nice","/%sound_greeting-018-r1-awesome-nice/","2"
"76058","sw01_u04_p05","1","4","#sentence_1# great/#sentence_1# wonderful/great/wonderful","/%sound_greeting-019-r1-great-wonderful/","2"
"76059","sw01_u04_p05","1","5","#sentence_1# bad/bad","/%sound_greeting-020-r1-bad/","2"
"76060","sw01_u04_p05","1","6","#sentence_1# sad/sad","/%sound_greeting-021-r1-sad/","2"
"76061","sw01_u04_p05","1","7","#sentence_1# angry/angry","/%sound_greeting-022-r1-angry/","2"
"76062","sw01_u04_p05","1","8","#sentence_1# hungry/hungry","/%sound_greeting-023-r1-hungry/","2"
"76063","sw01_u04_p05","1","9","#sentence_1# sick/sick","/%sound_greeting-024-r1-sick/","2"
"76064","sw01_u04_p05","1","10","#sentence_1# sleepy/sleepy","/%sound_greeting-025-r1-sleepy/","2"
"76065","sw01_u04_p05","1","11","#sentence_1# bored/bored","/%sound_greeting-026-r1-boring/","2"
"76066","sw01_u04_p05","1","12","#sentence_1# #positive_emotion#/#positive_emotion#","/%sound_greeting-027-r1-positive/","2"
"76067","sw01_u04_p05","1","13","#sentence_1# #negative_emotion#/#negative_emotion#","/%sound_greeting-028-r1-negative/","2"
"76068","sw01_u04_p05","2","0","incorrect/try again","Oops・ I didn't hear what you just said. ","-7777"
"76069","sw01_u04_p05","2","1","incorrect/no more chance","I wasn't able to understand that, but I hope you loved the weather today!","3"
"76070","sw01_u04_p05","2","2","sunny/#sentence_1# sunny","It's a great day to play outside, then. Grab your sunglasses! Let's get outside and play after our talk!","3"
"76071","sw01_u04_p05","2","3","rainy/#sentence_1# rainy","Be careful not to get wet!","3"
"76072","sw01_u04_p05","2","4","windy/#sentence_1# windy","Windy days are great day for flying kites!","3"
"76073","sw01_u04_p05","2","5","cloudy/#sentence_1# cloudy","Hmm・ Clouds always remind me of cotton candy! Yum yum!","3"
"76074","sw01_u04_p05","2","6","snowy/#sentence_1# snowy","I love building snowmen! Snowy days are always exciting!","3"
"76075","sw01_u04_p05","2","7","stormy/#sentence_1# stormy","Yikes! I don't like the sound of that! We should stay home!","3"
"76076","sw01_u04_p05","2","8","cold/#sentence_1# cold","Burr... No wonder I caught a cold. achoo!","3"
"76077","sw01_u04_p05","2","9","warm/#sentence_1# warm","Well, hopefully it isn't too warm!","3"
"76078","sw01_u04_p05","2","10","hot/#sentence_1# hot","We need ice cream on a hot day! I love chocolate ice cream!  Yummy!","3"
"76079","sw01_u04_p05","2","11","cool/#sentence_1# cool","It's a good day to play hide-and-seek outside! Yee-haw!","3"
"76080","sw01_u04_p05","3","0","incorrect/try again","Please answer, Yes or No.","-7777"
"76081","sw01_u04_p05","3","1","incorrect/no more chance"," ","4"
"76082","sw01_u04_p05","3","2","sure/yes/yes I do/yes I am/yes I would/yes please/yeap/yup/ok/great/that sounds great/yep"," ","4"
"76083","sw01_u04_p05","3","3","no/no thanks/no thank you/no I don't/no I am not/no I wouldn't/nope/nah/I don't want to","Then let's begin!","5"
"76084","sw01_u04_p05","4","0","incorrect/try again","Please answer, Yes or No.","-7777"
"76085","sw01_u04_p05","4","1","incorrect/no more chance","Then let's begin!","5"
"76086","sw01_u04_p05","4","2","sure/yes/yes I do/yes I am/yes I would/yes please/yeap/yup/ok/great/that sounds great/yep","Then let's begin!","5"
"76087","sw01_u04_p05","4","3","no/no thanks/no thank you/no I don't/no I am not/no I wouldn't/nope/nah/I don't want to","Then let's listen to the example again.","4"
"76088","sw01_u04_p05","5","0","incorrect/try again","/%fb_retryfeedback_1/","-7777"
"76089","sw01_u04_p05","5","1","incorrect/no more chance","/%fb_incorrectfeedback_1/","10"
"76090","sw01_u04_p05","5","2","There's a nice bathroom/there is a nice bathroom","/%fb_correctfeedback_1/","10"
"76091","sw01_u04_p05","6","0","incorrect/try again","/%fb_retryfeedback_1/","-7777"
"76092","sw01_u04_p05","6","1","incorrect/no more chance","/%fb_incorrectfeedback_1/","10"
"76093","sw01_u04_p05","6","2","There's a nice bedroom/there is a nice bedroom","/%fb_correctfeedback_1/","10"
"76094","sw01_u04_p05","7","0","incorrect/try again","/%fb_retryfeedback_1/","-7777"
"76095","sw01_u04_p05","7","1","incorrect/no more chance","/%fb_incorrectfeedback_1/","10"
"76096","sw01_u04_p05","7","2","There's a nice kitchen/there is a nice kitchen","/%fb_correctfeedback_1/","10"
"76097","sw01_u04_p05","8","0","incorrect/try again","/%fb_retryfeedback_1/","-7777"
"76098","sw01_u04_p05","8","1","incorrect/no more chance","/%fb_incorrectfeedback_1/","10"
"76099","sw01_u04_p05","8","2","There's a nice living room/there is a nice living room","/%fb_correctfeedback_1/","10"
"76100","sw01_u04_p05","9","0","incorrect/try again","/%fb_retryfeedback_1/","-7777"
"76101","sw01_u04_p05","9","1","incorrect/no more chance","/%fb_incorrectfeedback_1/","10"
"76102","sw01_u04_p05","9","2","There's a nice basement/there is a nice basement","/%fb_correctfeedback_1/","10"
"76103","sw01_u04_p05","10","0","incorrect/try again","/%fb_retryfeedback_1/","-7777"
"76104","sw01_u04_p05","10","1","incorrect/no more chance","/%fb_incorrect_aec_fb1/","11"
"76105","sw01_u04_p05","10","2","There's a nice yard/there is a nice yard","/%fb_correct_aec_fb1/","11"
"76106","sw01_u04_p05","11","0","incorrect/try again","Please answer, Yes or No.","-7777"
"76107","sw01_u04_p05","11","1","incorrect/no more chance"," ","12"
"76108","sw01_u04_p05","11","2","sure/yes/yes I do/yes I am/yes I would/yes please/yeap/yup/ok/great/that sounds great/yep"," ","12"
"76109","sw01_u04_p05","11","3","no/no thanks/no thank you/no I don't/no I am not/no I wouldn't/nope/nah/I don't want to","Then let's begin!","13"
"76110","sw01_u04_p05","12","0","incorrect/try again","Please answer, Yes or No.","-7777"
"76111","sw01_u04_p05","12","1","incorrect/no more chance","Then let's begin!","13"
"76112","sw01_u04_p05","12","2","sure/yes/yes I do/yes I am/yes I would/yes please/yeap/yup/ok/great/that sounds great/yep","Then let's begin!","13"
"76113","sw01_u04_p05","12","3","no/no thanks/no thank you/no I don't/no I am not/no I wouldn't/nope/nah/I don't want to","Then let's listen to the example again.","12"
"76114","sw01_u04_p05","13","0","incorrect/try again","/%fb_retryfeedback_1/","-7777"
"76115","sw01_u04_p05","13","1","incorrect/no more chance","/%fb_incorrectfeedback_1/","18"
"76116","sw01_u04_p05","13","2","There's a nice bathroom/there is a nice bathroom","/%fb_correctfeedback_1/","18"
"76117","sw01_u04_p05","14","0","incorrect/try again","/%fb_retryfeedback_1/","-7777"
"76118","sw01_u04_p05","14","1","incorrect/no more chance","/%fb_incorrectfeedback_1/","18"
"76119","sw01_u04_p05","14","2","There's a nice bedroom/there is a nice bedroom","/%fb_correctfeedback_1/","18"
"76120","sw01_u04_p05","15","0","incorrect/try again","/%fb_retryfeedback_1/","-7777"
"76121","sw01_u04_p05","15","1","incorrect/no more chance","/%fb_incorrectfeedback_1/","18"
"76122","sw01_u04_p05","15","2","There's a nice kitchen/there is a nice kitchen","/%fb_correctfeedback_1/","18"
"76123","sw01_u04_p05","16","0","incorrect/try again","/%fb_retryfeedback_1/","-7777"
"76124","sw01_u04_p05","16","1","incorrect/no more chance","/%fb_incorrectfeedback_1/","18"
"76125","sw01_u04_p05","16","2","There's a nice living room/there is a nice living room","/%fb_correctfeedback_1/","18"
"76126","sw01_u04_p05","17","0","incorrect/try again","/%fb_retryfeedback_1/","-7777"
"76127","sw01_u04_p05","17","1","incorrect/no more chance","/%fb_incorrectfeedback_1/","18"
"76128","sw01_u04_p05","17","2","There's a nice basement/there is a nice basement","/%fb_correctfeedback_1/","18"
"76129","sw01_u04_p05","18","0","incorrect/try again","/%fb_retryfeedback_1/","-7777"
"76130","sw01_u04_p05","18","1","incorrect/no more chance","/%fb_incorrect_aec_fb1/","19"
"76131","sw01_u04_p05","18","2","There's a nice yard/there is a nice yard","/%fb_correct_aec_fb1/","19"
"76132","sw01_u04_p05","19","0","incorrect/try again","Please answer, Yes or No.","-7777"
"76133","sw01_u04_p05","19","1","incorrect/no more chance"," ","20"
"76134","sw01_u04_p05","19","2","sure/yes/yes I do/yes I am/yes I would/yes please/yeap/yup/ok/great/that sounds great/yep"," ","20"
"76135","sw01_u04_p05","19","3","no/no thanks/no thank you/no I don't/no I am not/no I wouldn't/nope/nah/I don't want to","/%sound_common-133-dg-lets-begin//%sound_common-135-dg-round1/","21"
"76136","sw01_u04_p05","20","0","incorrect/try again"," ","-7777"
"76137","sw01_u04_p05","20","1","incorrect/no more chance","/%sound_common-133-dg-lets-begin//%sound_common-135-dg-round1/","21"
"76138","sw01_u04_p05","20","2","sure/yes/yes I do/yes I am/yes I would/yes please/yeap/yup/ok/great/that sounds great/yep","/%sound_common-133-dg-lets-begin//%sound_common-135-dg-round1/","21"
"76139","sw01_u04_p05","20","3","no/no thanks/no thank you/no I don't/no I am not/no I wouldn't/nope/nah/I don't want to","/%sound_common-072-then-lets-listen-to-the-ex-again/","20"
"76140","sw01_u04_p05","21","0","incorrect/try again","/%fb_retryfeedback_1/","-7777"
"76141","sw01_u04_p05","21","1","incorrect/no more chance","/%fb_incorrectfeedback_1/","23"
"76142","sw01_u04_p05","21","2","It's really big/It's big/It's really small/It's small/There's a nice bathroom/There's a nice bedroom/There's a nice kithchen/There's a nice living room/There's a nice basement/There's a nice yard/there is a nice bathroom/there is a nice bedroom/there is a nice kitchen/there is a nice living room/there is a nice basement/It's really big there is a nice bathroom/It's really big there is a nice bedroom/It's really big there is a nice kitchen/It's really big there is a nice living room/It's really big there is a nice basement/It's really big there is a nice yard/","/%fb_correctfeedback_1/","23"
"76143","sw01_u04_p05","22","0","incorrect/try again","/%fb_retryfeedback_1/","-7777"
"76144","sw01_u04_p05","22","1","incorrect/no more chance","/%fb_incorrectfeedback_1/","23"
"76145","sw01_u04_p05","22","2","It's really big/It's big/It's really small/It's small/There's a nice bathroom/There's a nice bedroom/There's a nice kithchen/There's a nice living room/There's a nice basement/There's a nice yard/there is a nice bathroom/there is a nice bedroom/there is a nice kitchen/there is a nice living room/there is a nice basement/It's really big there is a nice bathroom/It's really big there is a nice bedroom/It's really big there is a nice kitchen/It's really big there is a nice living room/It's really big there is a nice basement/It's really big there is a nice yard/","/%fb_correctfeedback_1/","23"
"76146","sw01_u04_p05","23","0","incorrect/try again","/%fb_retryfeedback_1/","-7777"
"76147","sw01_u04_p05","23","1","incorrect/no more chance","/%fb_incorrect_aec_fb1/","24"
"76148","sw01_u04_p05","23","2","It's really big/It's big/It's really small/It's small/There's a nice bathroom/There's a nice bedroom/There's a nice kithchen/There's a nice living room/There's a nice basement/There's a nice yard/there is a nice bathroom/there is a nice bedroom/there is a nice kitchen/there is a nice living room/there is a nice basement/It's really big there is a nice bathroom/It's really big there is a nice bedroom/It's really big there is a nice kitchen/It's really big there is a nice living room/It's really big there is a nice basement/It's really big there is a nice yard/","/%fb_correct_aec_fb1/","24"
"76149","sw01_u04_p05","24","0","incorrect/try again","Please answer, Yes or No.","-7777"
"76150","sw01_u04_p05","24","1","incorrect/no more chance"," ","25"
"76151","sw01_u04_p05","24","2","sure/yes/yes I do/yes I am/yes I would/yes please/yeap/yup/ok/great/that sounds great/yep"," ","25"
"76152","sw01_u04_p05","24","3","no/no thanks/no thank you/no I don't/no I am not/no I wouldn't/nope/nah/I don't want to","/%sound_common-133-dg-lets-begin//%sound_common-136-dg-round2/","26"
"76153","sw01_u04_p05","25","0","incorrect/try again"," ","-7777"
"76154","sw01_u04_p05","25","1","incorrect/no more chance","/%sound_common-133-dg-lets-begin//%sound_common-136-dg-round2/","26"
"76155","sw01_u04_p05","25","2","sure/yes/yes I do/yes I am/yes I would/yes please/yeap/yup/ok/great/that sounds great/yep","/%sound_common-133-dg-lets-begin//%sound_common-136-dg-round2/","26"
"76156","sw01_u04_p05","25","3","no/no thanks/no thank you/no I don't/no I am not/no I wouldn't/nope/nah/I don't want to","/%sound_common-072-then-lets-listen-to-the-ex-again/","25"
"76157","sw01_u04_p05","26","0","incorrect/try again","/%fb_retryfeedback_1/","28"
"76158","sw01_u04_p05","26","1","incorrect/no more chance","/%fb_incorrectfeedback_1/","28"
"76159","sw01_u04_p05","26","2","What's your house like/What is your house like/What your house like/What your house/What is your house","/%fb_dg_unit4a_response//%fb_correctfeedback_1/","28"
"76160","sw01_u04_p05","27","0","incorrect/try again","/%fb_retryfeedback_1/","28"
"76161","sw01_u04_p05","27","1","incorrect/no more chance","/%fb_incorrectfeedback_1/","28"
"76162","sw01_u04_p05","27","2","What's your house like/What is your house like/What your house like/What your house/What is your house","/%fb_dg_unit4a_response//%fb_correctfeedback_1/","28"
"76163","sw01_u04_p05","28","0","incorrect/try again","/%fb_retryfeedback_1/","29"
"76164","sw01_u04_p05","28","1","incorrect/no more chance","/%fb_incorrectfeedback_1/","29"
"76165","sw01_u04_p05","28","2","What's your house like/What is your house like/What your house like/What your house/What is your house","/%fb_dg_unit4a_response//%fb_correctfeedback_1/","29"
"76166","sw01_u04_p08","1","0","incorrect/try again","/%sound_greeting-054-response1-incomp/","-7777"
"76167","sw01_u04_p08","1","1","incorrect/no more chance","/%sound_greeting-029-r1-incompre/","2"
"76168","sw01_u04_p08","1","2","#sentence_1# happy/#sentence_1# good/happy/good","/%sound_greeting-017-r1-happy-good/","2"
"76169","sw01_u04_p08","1","3","#sentence_1# awesome/#sentence_1# nice/awesome/nice","/%sound_greeting-018-r1-awesome-nice/","2"
"76170","sw01_u04_p08","1","4","#sentence_1# great/#sentence_1# wonderful/great/wonderful","/%sound_greeting-019-r1-great-wonderful/","2"
"76171","sw01_u04_p08","1","5","#sentence_1# bad/bad","/%sound_greeting-020-r1-bad/","2"
"76172","sw01_u04_p08","1","6","#sentence_1# sad/sad","/%sound_greeting-021-r1-sad/","2"
"76173","sw01_u04_p08","1","7","#sentence_1# angry/angry","/%sound_greeting-022-r1-angry/","2"
"76174","sw01_u04_p08","1","8","#sentence_1# hungry/hungry","/%sound_greeting-023-r1-hungry/","2"
"76175","sw01_u04_p08","1","9","#sentence_1# sick/sick","/%sound_greeting-024-r1-sick/","2"
"76176","sw01_u04_p08","1","10","#sentence_1# sleepy/sleepy","/%sound_greeting-025-r1-sleepy/","2"
"76177","sw01_u04_p08","1","11","#sentence_1# bored/bored","/%sound_greeting-026-r1-boring/","2"
"76178","sw01_u04_p08","1","12","#sentence_1# #positive_emotion#/#positive_emotion#","/%sound_greeting-027-r1-positive/","2"
"76179","sw01_u04_p08","1","13","#sentence_1# #negative_emotion#/#negative_emotion#","/%sound_greeting-028-r1-negative/","2"
"76180","sw01_u04_p08","2","0","incorrect/try again","Please answer, Yes or No.","-7777"
"76181","sw01_u04_p08","2","1","incorrect/no more chance"," ","3"
"76182","sw01_u04_p08","2","2","sure/yes/yes I do/yes I am/yes I would/yes please/yeap/yup/ok/great/that sounds great/yep"," ","3"
"76183","sw01_u04_p08","2","3","no/no I don't/no I am not/no I wouldn't/nope/nah/I don't want to/no thanks","Then let's begin!","4"
"76184","sw01_u04_p08","3","0","incorrect/try again","Please answer, Yes or No.","-7777"
"76185","sw01_u04_p08","3","1","incorrect/no more chance"," ","4"
"76186","sw01_u04_p08","3","2","sure/yes/yes I do/yes I am/yes I would/yes please/yeap/yup/ok/great/that sounds great/yep","Then let's begin!","4"
"76187","sw01_u04_p08","3","3","no/no I don't/no I am not/no I wouldn't/nope/nah/I don't want to/no thanks","Then let's listen to the example again.","3"
"76188","sw01_u04_p08","4","0","incorrect/try again","/%fb_retryfeedback_1/","-7777"
"76189","sw01_u04_p08","4","1","incorrect/no more chance","/%fb_incorrectfeedback_1/","9"
"76190","sw01_u04_p08","4","2","rug","/%fb_correctfeedback_1/","9"
"76191","sw01_u04_p08","5","0","incorrect/try again","/%fb_retryfeedback_1/","-7777"
"76192","sw01_u04_p08","5","1","incorrect/no more chance","/%fb_incorrectfeedback_1/","9"
"76193","sw01_u04_p08","5","2","closet","/%fb_correctfeedback_1/","9"
"76194","sw01_u04_p08","6","0","incorrect/try again","/%fb_retryfeedback_1/","-7777"
"76195","sw01_u04_p08","6","1","incorrect/no more chance","/%fb_incorrectfeedback_1/","9"
"76196","sw01_u04_p08","6","2","sink","/%fb_correctfeedback_1/","9"
"76197","sw01_u04_p08","7","0","incorrect/try again","/%fb_retryfeedback_1/","-7777"
"76198","sw01_u04_p08","7","1","incorrect/no more chance","/%fb_incorrectfeedback_1/","9"
"76199","sw01_u04_p08","7","2","table","/%fb_correctfeedback_1/","9"
"76200","sw01_u04_p08","8","0","incorrect/try again","/%fb_retryfeedback_1/","-7777"
"76201","sw01_u04_p08","8","1","incorrect/no more chance","/%fb_incorrectfeedback_1/","9"
"76202","sw01_u04_p08","8","2","mirror","/%fb_correctfeedback_1/","9"
"76203","sw01_u04_p08","9","0","incorrect/try again","/%fb_retryfeedback_1/","-7777"
"76204","sw01_u04_p08","9","1","incorrect/no more chance","/%fb_incorrect_aec_fb1/","10"
"76205","sw01_u04_p08","9","2","bathtub","/%fb_correct_aec_fb1/","10"
"76206","sw01_u04_p08","10","0","incorrect/try again","/%sound_common-073-please-answer-yes-or-no/","-7777"
"76207","sw01_u04_p08","10","1","incorrect/no more chance"," ","11"
"76208","sw01_u04_p08","10","2","sure/yes/yes I do/yes I am/yes I would/yes please/yeap/yup/ok/great/that sounds great/yep"," ","11"
"76209","sw01_u04_p08","10","3","no/no I don't/no I am not/no I wouldn't/nope/nah/I don't want to/no thanks"," ","12"
"76210","sw01_u04_p08","11","0","incorrect/try again","/%sound_common-073-please-answer-yes-or-no/","-7777"
"76211","sw01_u04_p08","11","1","incorrect/no more chance"," ","13"
"76212","sw01_u04_p08","11","2","sure/yes/yes I do/yes I am/yes I would/yes please/yeap/yup/ok/great/that sounds great/yep"," ","13"
"76213","sw01_u04_p08","11","3","no/no I don't/no I am not/no I wouldn't/nope/nah/I don't want to/no thanks","/%sound_common-071-then-lets-begin/","14"
"76214","sw01_u04_p08","12","0","incorrect/try again","/%sound_common-073-please-answer-yes-or-no/","-7777"
"76215","sw01_u04_p08","12","1","incorrect/no more chance"," ","13"
"76216","sw01_u04_p08","12","2","sure/yes/yes I do/yes I am/yes I would/yes please/yeap/yup/ok/great/that sounds great/yep"," ","13"
"76217","sw01_u04_p08","12","3","no/no I don't/no I am not/no I wouldn't/nope/nah/I don't want to/no thanks","/%sound_common-071-then-lets-begin/","14"
"76218","sw01_u04_p08","13","0","incorrect/try again","/%sound_common-073-please-answer-yes-or-no/","-7777"
"76219","sw01_u04_p08","13","1","incorrect/no more chance"," ","14"
"76220","sw01_u04_p08","13","2","sure/yes/yes I do/yes I am/yes I would/yes please/yeap/yup/ok/great/that sounds great/yep","/%sound_common-071-then-lets-begin/","14"
"76221","sw01_u04_p08","13","3","no/no I don't/no I am not/no I wouldn't/nope/nah/I don't want to/no thanks","/%sound_common-074-then-lets-listen-to-the-ex-again/","13"
"76222","sw01_u04_p08","14","0","incorrect/try again"," ","-7777"
"76223","sw01_u04_p08","14","1","incorrect/no more chance","/%fb_incorrectfeedback_1/","19"
"76224","sw01_u04_p08","14","2","rug","/%fb_correctfeedback_1/","19"
"76225","sw01_u04_p08","15","0","incorrect/try again"," ","-7777"
"76226","sw01_u04_p08","15","1","incorrect/no more chance","/%fb_incorrectfeedback_1/","19"
"76227","sw01_u04_p08","15","2","sink","/%fb_correctfeedback_1/","19"
"76228","sw01_u04_p08","16","0","incorrect/try again"," ","-7777"
"76229","sw01_u04_p08","16","1","incorrect/no more chance","/%fb_incorrectfeedback_1/","19"
"76230","sw01_u04_p08","16","2","table","/%fb_correctfeedback_1/","19"
"76231","sw01_u04_p08","17","0","incorrect/try again"," ","-7777"
"76232","sw01_u04_p08","17","1","incorrect/no more chance","/%fb_incorrectfeedback_1/","19"
"76233","sw01_u04_p08","17","2","bathtub","/%fb_correctfeedback_1/","19"
"76234","sw01_u04_p08","18","0","incorrect/try again"," ","-7777"
"76235","sw01_u04_p08","18","1","incorrect/no more chance","/%fb_incorrectfeedback_1/","19"
"76236","sw01_u04_p08","18","2","closet","/%fb_correctfeedback_1/","19"
"76237","sw01_u04_p08","19","0","incorrect/try again"," ","-7777"
"76238","sw01_u04_p08","19","1","incorrect/no more chance","/%fb_incorrect_aec_fb1/","20"
"76239","sw01_u04_p08","19","2","mirror","/%fb_correct_aec_fb1/","20"
"76240","sw01_u04_p08","20","0","incorrect/try again","Please answer, Yes or No.","-7777"
"76241","sw01_u04_p08","20","1","incorrect/no more chance"," ","21"
"76242","sw01_u04_p08","20","2","sure/yes/yes I do/yes I am/yes I would/yes please/yeap/yup/ok/great/that sounds great/yep"," ","21"
"76243","sw01_u04_p08","20","3","no/no I don't/no I am not/no I wouldn't/nope/nah/I don't want to/no thanks","Then let's begin!","22"
"76244","sw01_u04_p08","21","0","incorrect/try again","Please answer, Yes or No.","-7777"
"76245","sw01_u04_p08","21","1","incorrect/no more chance"," ","22"
"76246","sw01_u04_p08","21","2","sure/yes/yes I do/yes I am/yes I would/yes please/yeap/yup/ok/great/that sounds great/yep","Then let's begin!","22"
"76247","sw01_u04_p08","21","3","no/no I don't/no I am not/no I wouldn't/nope/nah/I don't want to/no thanks","Then let's listen to the example again.","21"
"76248","sw01_u04_p08","22","0","incorrect/try again","/%fb_retryfeedback_1/","-7777"
"76249","sw01_u04_p08","22","1","incorrect/no more chance","/%fb_incorrectfeedback_1/","27"
"76250","sw01_u04_p08","22","2","are","/%fb_correctfeedback_1/","27"
"76251","sw01_u04_p08","23","0","incorrect/try again","/%fb_retryfeedback_1/","-7777"
"76252","sw01_u04_p08","23","1","incorrect/no more chance","/%fb_incorrectfeedback_1/","27"
"76253","sw01_u04_p08","23","2","there's/there is","/%fb_correctfeedback_1/","27"
"76254","sw01_u04_p08","24","0","incorrect/try again","/%fb_retryfeedback_1/","-7777"
"76255","sw01_u04_p08","24","1","incorrect/no more chance","/%fb_incorrectfeedback_1/","27"
"76256","sw01_u04_p08","24","2","tables","/%fb_correctfeedback_1/","27"
"76257","sw01_u04_p08","25","0","incorrect/try again","/%fb_retryfeedback_1/","-7777"
"76258","sw01_u04_p08","25","1","incorrect/no more chance","/%fb_incorrectfeedback_1/","27"
"76259","sw01_u04_p08","25","2","there's/there is","/%fb_correctfeedback_1/","27"
"76260","sw01_u04_p08","26","0","incorrect/try again","/%fb_retryfeedback_1/","-7777"
"76261","sw01_u04_p08","26","1","incorrect/no more chance","/%fb_incorrectfeedback_1/","27"
"76262","sw01_u04_p08","26","2","closet","/%fb_correctfeedback_1/","27"
"76263","sw01_u04_p08","27","0","incorrect/try again","/%fb_retryfeedback_1/","-7777"
"76264","sw01_u04_p08","27","1","incorrect/no more chance","/%fb_incorrect_aec_fb1/","28"
"76265","sw01_u04_p08","27","2","sofa","/%fb_correct_aec_fb1/","28"
"76266","sw01_u04_p08","28","0","incorrect/try again","/%sound_common-073-please-answer-yes-or-no/","-7777"
"76267","sw01_u04_p08","28","1","incorrect/no more chance"," ","29"
"76268","sw01_u04_p08","28","2","sure/yes/yes I do/yes I am/yes I would/yes please/yeap/yup/ok/great/that sounds great/yep"," ","29"
"76269","sw01_u04_p08","28","3","no/no I don't/no I am not/no I wouldn't/nope/nah/I don't want to/no thanks"," ","30"
"76270","sw01_u04_p08","29","0","incorrect/try again","/%sound_common-073-please-answer-yes-or-no/","-7777"
"76271","sw01_u04_p08","29","1","incorrect/no more chance"," ","31"
"76272","sw01_u04_p08","29","2","sure/yes/yes I do/yes I am/yes I would/yes please/yeap/yup/ok/great/that sounds great/yep"," ","31"
"76273","sw01_u04_p08","29","3","no/no I don't/no I am not/no I wouldn't/nope/nah/I don't want to/no thanks","/%sound_common-071-then-lets-begin/","32"
"76274","sw01_u04_p08","30","0","incorrect/try again","/%sound_common-073-please-answer-yes-or-no/","-7777"
"76275","sw01_u04_p08","30","1","incorrect/no more chance"," ","31"
"76276","sw01_u04_p08","30","2","sure/yes/yes I do/yes I am/yes I would/yes please/yeap/yup/ok/great/that sounds great/yep"," ","31"
"76277","sw01_u04_p08","30","3","no/no I don't/no I am not/no I wouldn't/nope/nah/I don't want to/no thanks","/%sound_common-071-then-lets-begin/","32"
"76278","sw01_u04_p08","31","0","incorrect/try again","/%sound_common-073-please-answer-yes-or-no/","-7777"
"76279","sw01_u04_p08","31","1","incorrect/no more chance"," ","32"
"76280","sw01_u04_p08","31","2","sure/yes/yes I do/yes I am/yes I would/yes please/yeap/yup/ok/great/that sounds great/yep","/%sound_common-071-then-lets-begin/","32"
"76281","sw01_u04_p08","31","3","no/no I don't/no I am not/no I wouldn't/nope/nah/I don't want to/no thanks","/%sound_common-074-then-lets-listen-to-the-ex-again/","31"
"76282","sw01_u04_p08","32","0","incorrect/try again"," ","-7777"
"76283","sw01_u04_p08","32","1","incorrect/no more chance","/%fb_incorrectfeedback_1/ /%sound_common-073-please-answer-yes-or-no/","37"
"76284","sw01_u04_p08","32","2","no it's not/no it's incorrect/no it's not correct/incorrect/no it's wrong/it's not/it's incorrect/it's not correct/it's wrong/wrong/no/no that's wrong/no that's incorrect/no that's not right/no that's not correct/no that's not/no that isn't/no that is not/no it isn't/no it isn't correct/no it isn't right/","/%fb_correctfeedback_1/","37"
